entity_id,name,department,locality,address,street,door,capacity,phone,email,legal_name,rut,highest_stage,msp_final,mides_social,msp_registro_historico,pacp,historical_certificate_count,historical_certificates,historical_first_year,historical_latest_year,latest_public_date,source_record_count,source_types_count,latitude,longitude,geocode_confidence,geocode_method,geocode_score,geocode_source,source_urls
ELP-0581,Residencial Casa Delia,Montevideo,MONTEVIDEO,Jaime Roldos y pons 4383 al 85,Jaime Roldos y pons,4383 al 85,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,131/2020,2020,2020,2020,1,1,-34.853064,-56.1526836,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0582,Residencial Casa Garzón,Montevideo,Montevideo,Garzón 1640 entre Casavalle y Aparicio Saravia,Garzón,1640,20,,amavirsrl@gmail.com,,,Habilitación final MSP,True,False,True,False,1,096/2020,2020,2020,2026-06-30,2,2,-34.8143544,-56.2203932,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0583,Residencial Cecilia,Montevideo,,Fray Bentos 3989,Fray Bentos,3989,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,052/2019,2019,2019,2019,1,1,-34.8704272,-56.1384869,media,puerta más cercana en la misma calle,89,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0584,Residencial Centro Abrazarte,Montevideo,Montevideo,,,,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,067/2020,2020,2020,2020,1,1,-34.8648257,-56.1889734,baja,centroide de localidad,35,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0585,Residencial Centro Arrels,Montevideo,Montevideo,Bulevar España 2436,Bulevar España,2436,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,016/2020,2020,2020,2020,1,1,-34.9115101,-56.1619633,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0586,Residencial Cumbres del Prado,Montevideo,Montevideo,Bvar Artigas 4169,Bvar Artigas,4169,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,107/2020,2020,2020,2020,1,1,-34.8562263,-56.176655,baja,centroide de localidad,35,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0587,Residencial Diamante,Montevideo,Montevideo,Juan Carlos Blanco 3334,Juan Carlos Blanco,3334,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,004/2020,2020,2020,2020,1,1,-34.869491,-56.2032041,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0588,Residencial Dolce Vita,Montevideo,,Garzón 877,Garzón,877,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,086/2019,2019,2019,2019,1,1,-34.8339924,-56.2217077,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0589,Residencial Dolce Vita,Montevideo,,Hansen 1926,Hansen,1926,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,104/2019,2019,2019,2019,1,1,-34.8054558,-56.2204054,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0590,Residencial Don Carlos,Montevideo,,Agraciada 2911,Agraciada,2911,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,039/2019,2019,2019,2019,1,1,-34.8770147,-56.1975383,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0591,Residencial Doña Angelita,Montevideo,Montevideo,Gregorio Mas 179,Gregorio Mas,179,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,079/2021,2021,2021,2021,1,1,-34.8521546,-56.2216622,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0592,Residencial Doña Isabel,Montevideo,Montevideo,Francisco Schinca 2492,Francisco Schinca,2492,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,024/2020,2020,2020,2020,1,1,-34.8709569,-56.1328935,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0593,Residencial Dorita,Montevideo,Montevideo,Gral Flores 3374,Gral Flores,3374,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,066/2020,2020,2020,2020,1,1,-34.8664686,-56.1710951,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0594,Residencial El Encanto,Montevideo,Montevideo,Gaetan 964,Gaetan,964,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,100/2021,2021,2021,2021,1,1,-34.8655322,-56.2055673,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0595,Residencial El Fortín,Montevideo,,Gral Paz 1255 - Mdeo,Gral Paz,1255 - Mdeo,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,053/2018,2018,2018,2018,1,1,-34.8967559,-56.0808298,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0596,Residencial El Retorno,Montevideo,Montevideo,Coronel Raiz 1834,Coronel Raiz,1834,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,018/2021,2021,2021,2021,1,1,-34.820323,-56.199653,media,puerta más cercana en la misma calle,89,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0597,Residencial En Compañía,Montevideo,,Arq. Horacio Acosta y Lara 2510,Arq. Horacio Acosta y Lara,2510,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,111/2019,2019,2019,2019,1,1,-34.8831017,-56.1506793,media,puerta más cercana en la misma calle,89,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0598,Residencial Entre Amigos,Montevideo,Montevideo,Puntas Santiago 1677,Puntas Santiago,1677,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,118/2020,2020,2020,2020,1,1,-34.8878176,-56.0606377,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0599,Residencial Erika,Montevideo,,Arismendi 1025,Arismendi,1025,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,141/2019,2019,2019,2019,1,1,-34.9194975,-56.1770866,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0600,Residencial Gala,Montevideo,Montevideo,Hugo Antuña 3474,Hugo Antuña,3474,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,059/2020,2020,2020,2020,1,1,-34.8872804,-56.1378896,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0601,Residencial Garibaldi SRL,Montevideo,,Garibaldi 2827 - Mdeo,Garibaldi,2827 - Mdeo,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,051/2018,2018,2018,2018,1,1,-34.8900627,-56.1583792,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0602,Residencial Habitus,Montevideo,Montevideo,Av Brasil 2637,Av Brasil,2637,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,106/2021,2021,2021,2021,1,1,-34.9078378,-56.1572254,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0603,Residencial Hogar Esperanza,Montevideo,MONTEVIDEO,Gral Hornos 5117,Gral Hornos,5117,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,122/2020,2020,2020,2020,1,1,-34.844054,-56.2291078,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0604,Residencial Hogar Plenitud,Montevideo,,Luis A de Herrera 2720,Luis A de Herrera,2720,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,047/2021,2021,2021,2021,1,1,-34.8798007,-56.1546272,alta,calle y puerta exacta,93,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0605,Setiembre,Montevideo,Montevideo,Cassinoni 1285,Cassinoni,1285,,24019729,,,,Certificado Social MIDES,False,True,True,False,1,048/2018,2018,2018,2024-07-15,2,2,-34.9040643,-56.1653147,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0606,Residencial Humana,Montevideo,,Bv. España 2128,Bv. España,2128,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,080/2019,2019,2019,2019,1,1,-34.9087884,-56.1699833,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0607,Residencial Jardines del Prado,Montevideo,,Instrucciones 947,Instrucciones,947,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,049/2021,2021,2021,2021,1,1,-34.8445785,-56.2010479,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0608,RESIDENCIAL JESUS,Montevideo,MONTEVIDEO,JUJUY 2715,JUJUY,2715,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,089/2022,2022,2022,2022,1,1,-34.8795018,-56.1972797,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0609,Residencial La Flia,Montevideo,Montevideo,Defensa 1968 /1970,Defensa,1968 /1970,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,012/2021,2021,2021,2021,1,1,-34.8919346,-56.1741686,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0610,Residencial Las Abejas,Montevideo,,Coronel Mora 485/473,Coronel Mora,485/473,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,035/2019,2019,2019,2019,1,1,-34.920465,-56.1596887,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0611,Residencial Le Sens,Montevideo,Montevideo,Av italia 2509,Av italia,2509,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,013/2021,2021,2021,2021,1,1,-34.8934665,-56.1610356,media,puerta más cercana en la misma calle,89,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0612,Residencial Life,Montevideo,Montevideo,Dalmiro Costa 4147,Dalmiro Costa,4147,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,119/2020,2020,2020,2020,1,1,-34.8941233,-56.1261536,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0613,Residencial Lo de Cota,Montevideo,,Carlos María Ramirez 538,Carlos María Ramirez,538,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,027/2019,2019,2019,2019,1,1,-34.8614554,-56.2305716,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0614,Residencial Los Angeles 2,Montevideo,,Veracierto 2787,Veracierto,2787,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,055/2021,2021,2021,2021,1,1,-34.8662965,-56.1207267,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0615,Residencial Los Hermanos,Montevideo,Montevideo,Agraciada 3738,Agraciada,3738,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,104/2020,2020,2020,2020,1,1,-34.8637718,-56.2103192,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0616,Residencial Luna D Argento,Montevideo,Montevideo,Rivera 7122,Rivera,7122,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,102/2021,2021,2021,2021,1,1,-34.882149,-56.0464735,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0617,Residencial Luz de Luna,Montevideo,,Dolores Pereira de Rosell 1500,Dolores Pereira de Rosell,1500,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,045/2019,2019,2019,2019,1,1,-34.9000263,-56.1442723,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0618,Residencial Madrid,Montevideo,,Coquimbo 2309,Coquimbo,2309,,,,,,Certificado de registro MSP (histórico),False,False,True,False,2,"129/2020, 037/2021",2020,2021,2021,2,1,-34.8860579,-56.1669397,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0619,Residencial Mamina,Montevideo,,Millan 2828,Millan,2828,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,041/2019,2019,2019,2019,1,1,-34.874592,-56.1882801,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0620,Residencial Margarita,Montevideo,,José Nasazzi 989,José Nasazzi,989,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,012/2019,2019,2019,2019,1,1,-34.8738968,-56.202322,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0621,Residencial Memory House,Montevideo,Montevideo,Presidente. Berro 2673,Presidente. Berro,2673,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,087/2021,2021,2021,2021,1,1,-34.8924798,-56.1610959,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0622,Residencial MGACOSTA SRL,Montevideo,,Libertad 2548,Libertad,2548,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,165/2019,2019,2019,2019,1,1,-34.9106866,-56.1579123,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0623,Residencial Mi Lourdes,Montevideo,Montevideo,Vidaurreta 331,Vidaurreta,331,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,070/2021,2021,2021,2021,1,1,-34.8615077,-56.2238098,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0624,Residencial Mi Sueño,Montevideo,MONTEVIDEO,José Ordeig 2217,José Ordeig,2217,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,128/2020,2020,2020,2020,1,1,-34.8817151,-56.0874711,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0625,Residencial Nirvana,Montevideo,,Joaquín Artigas 3939,Joaquín Artigas,3939,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,079/2019,2019,2019,2019,1,1,-34.8565813,-56.167189,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0626,Residencial Nonna Bianca,Montevideo,,Camino J.Requena 2431,Camino J.Requena,2431,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,047/2019,2019,2019,2019,1,1,-34.8461581,-56.4066952,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0627,Residencial Nuestra Familia,Montevideo,MONTEVIDEO,18 de Julio 823,,18 de Julio 823,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,127/2020,2020,2020,2020,1,1,-34.856157,-56.164282,baja,centroide de localidad,35,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0628,Residencial Nuestro Sueño,Montevideo,Montevideo,Av de la Aljaba 3973,Av de la Aljaba,3973,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,074/2021,2021,2021,2021,1,1,-34.8070688,-56.132602,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0629,RESIDENCIAL NUEVA LUNA,Montevideo,Montevideo,8 DE OCTUBRE 2838,,8 DE OCTUBRE 2838,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,047/2020,2020,2020,2020,1,1,-34.8756309,-56.1754205,baja,centroide de localidad,35,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0630,Residencial Oasis,Montevideo,MONTEVIDEO,Ellauri 741,Ellauri,741,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,121/2020,2020,2020,2020,1,1,-34.9171669,-56.1550686,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0631,Residencial Our Place,Montevideo,Montevideo,Bvar Batlle y Ordoñez 2141,Bvar Batlle y Ordoñez,2141,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,016/2021,2021,2021,2021,1,1,-34.8886523,-56.135566,alta,calle y puerta exacta,73,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0632,Residencial Platino,Montevideo,,Agraciada 3360,Agraciada,3360,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,143/2019,2019,2019,2019,1,1,-34.8704168,-56.2037259,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0633,Residencial Plenilunio,Montevideo,,Joaquin Suarez 3429,Joaquin Suarez,3429,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,085/2019,2019,2019,2019,1,1,-34.865574,-56.1962631,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0634,Residencial Portones,Montevideo,,8 de Octubre 3297 - ID#33198,,8 de Octubre 3297 - ID#33198,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,027/2018,2018,2018,2018,1,1,-34.8435007,-56.1807016,muy baja,centroide departamental,20,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0635,Residencial Renacer,Montevideo,,Av Garzon 973,Av Garzon,973,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,060/2021,2021,2021,2021,1,1,-34.831772,-56.2212604,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0636,Residencial Ricaldoni,Montevideo,Montevideo,Américo Ricaldoni 1802,Américo Ricaldoni,1802,19,24839972,facundoresidencial@hotmail.com karenbarnech@frenchhouse.com.uy -,,,Habilitación final MSP,True,True,False,False,0,,,,2026-06-30,2,2,-34.8949961,-56.1508086,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social""]"
ELP-0637,Residencial Ricaldoni,Montevideo,,Atilio Narancio 3101 y Américo Ricaldoni 1802,Atilio Narancio,3101,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,172/2019,2019,2019,2019,1,1,-34.8951145,-56.1505351,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0638,RESIDENCIAL RIMAC,Montevideo,MONTEVIDEO,RIMAC 1652,RIMAC,1652,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,137/2022,2022,2022,2022,1,1,-34.8908335,-56.1027755,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
