record_id,entity_id,source_type,source_title,source_date,source_url,source_document,source_row,department,locality,name,address,street,door,capacity,email,phone,certificate_number,certificate_year,director_technical,legal_name,rut
MSPR-052-2021,ELP-0402,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,052/2021,Montevideo,,Residencial Estilo de Vida,Echevarriarza 3456,Echevarriarza,3456,,,,052/2021,2021,Montevideo,,
MSPR-053-2021,ELP-0723,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,053/2021,Paysandú,,Residencial Eben Ezer I,Sarandi 1236,Sarandi,1236,,,,053/2021,2021,Paysandù,,
MSPR-054-2021,ELP-0543,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,054/2021,Montevideo,,Residencial Nonna Elsa,Av Agraciada 3080,Av Agraciada,3080,,,,054/2021,2021,Montevideo,,
MSPR-055-2021,ELP-0614,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,055/2021,Montevideo,,Residencial Los Angeles 2,Veracierto 2787,Veracierto,2787,,,,055/2021,2021,Montevideo,,
MSPR-056-2021,ELP-0498,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,056/2021,Montevideo,,Residencial Hogar de Ancianos Rosa y Azul,Agraciada 2405,Agraciada,2405,,,,056/2021,2021,Montevideo,,
MSPR-057-2021,ELP-0083,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,057/2021,Canelones,San Jacinto,Residencial Mi Sueño,"Ruta 11 km 148,500",Ruta 11,"Km 148,500",,,,057/2021,2021,Canelones,,
MSPR-058-2021,ELP-0663,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,058/2021,Montevideo,,Residencial Villa Dolores,Ramon Anador 3481,Ramon Anador,3481,,,,058/2021,2021,Montevideo,,
MSPR-059-2021,ELP-0359,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,059/2021,Montevideo,,Residencial Corazòn de Oro,Margarita 5707,Margarita,5707,,,,059/2021,2021,Montevideo,,
MSPR-060-2021,ELP-0635,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,060/2021,Montevideo,,Residencial Renacer,Av Garzon 973,Av Garzon,973,,,,060/2021,2021,Montevideo,,
MSPR-061-2021,ELP-0580,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,061/2021,Montevideo,,Residencial Casa Colibri,Asilo 3479,Asilo,3479,,,,061/2021,2021,Montevideo,,
MSPR-062-2021,ELP-0470,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,062/2021,Montevideo,,Residencial La Maison,26 de marzo 3322,,26 de marzo 3322,,,,062/2021,2021,Montevideo,,
MSPR-063-2021,ELP-0393,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,063/2021,Montevideo,,Residencial En Cñia,Av Horacio Acosta y Lara 7286,Av Horacio Acosta y Lara,7286,,,,063/2021,2021,Montevideo,,
MSPR-064-2021,ELP-0810,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,064/2021,Treinta y Tres,,Residencial Josefa Olascoaga,Manuel Lavalleja 1063,Manuel Lavalleja,1063,,,,064/2021,2021,Treinta y Tres,,
MSPR-065-2021,ELP-0085,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,065/2021,Canelones,,"Residencial Rincon de los abuelos Costa Rica y Nicaragua Chalet El Remanso Eudoxio Vivas s/n Brasil 750 Marco Bruto 1213 Dr. Arregui 352 Ceibal 404 Av. Pedragosa Sierra y el Havre, padrón 7084 Calderón de la Barca, Solar 1, manzana 83, barrio Jardines de Córdoba Hugo de los Santos Recarte 1284 AV. Bvar Artigas 4101 Waldemar Hansen 1764 Hilario Ascasubi 4114 Nuble Gonzalez Olaza s/n Coquimbo 2309 Cesar Mayo Gutierrez 161 Salto 1176 Rambla Rep de Mexico 5913 18 de julio 1283 Juan Carlos Blanco 3362 Roman Guerra 724 Tenerife esq. Prado Alberdi 6250 Sosa Bernadet 475 Luis A de Herrera 2720 Batalla de las Piedras 232 Instrucciones 947 Bvar España 2516 Luis Cavia 2996 Echevarriarza 3456 Sarandi 1236 Av Agraciada 3080 Veracierto 2787 Agraciada 2405 Ruta 11 km 148,500 Ramon Anador 3481 Margarita 5707 Av Garzon 973 Asilo 3479 26 de marzo 3322 Av Horacio Acosta y Lara 7286 Manuel Lavalleja 1063 Juan de Dios Peza 1920",Juan de Dios Peza 1920 Punta del Este Lascano Salto Montevideo Salto Pan de Azúcar Punta del Este Punta del Este Montevideo Montevideo Montevideo Montevideo San Carlos Montevideo Ciudad de la Paz Montevideo Montevideo Soriano Montevideo Maldonado Punta del Este Montevideo Sarandi del Yi Montevideo Ciudad de Durazno Montevideo Montevideo Montevideo Montevideo Ciudad de Paysandu Montevideo Montevideo Montevideo San Jacinto Montevideo Montevideo Montevideo Montevideo Montevideo Montevideo Treinta y Tres Montevideo,Juan de Dios Peza,1920 Punta del Este Lascano Salto Montevideo Salto Pan de Azúcar Punta del Este Punta del Este Montevideo Montevideo Montevideo Montevideo San Carlos Montevideo Ciudad de la Paz Montevideo Montevideo Soriano Montevideo Maldonado Punta del Este Montevideo Sarandi del Yi Montevideo Ciudad de Durazno Montevideo Montevideo Montevideo Montevideo Ciudad de Paysandu Montevideo Montevideo Montevideo San Jacinto Montevideo Montevideo Montevideo Montevideo Montevideo Montevideo Treinta,,,,065/2021,2021,Montevideo Dr Federico de la Rosa Dr Sandro Martinez Dra Vivian Finozzi Dr Dardo Roldan Dra Irene Pejo Dr Horacio Villagran Dra Julieta Arnaiz Dr Dayron Armando León Fuentes Dr Dardo Roldan Dr. Rodrigo Boibo Dra Odaliz Lopez Dra Soledad González Dra Gabriela Pérez Dr Alejandro Morelli Dra Anahi Acosta Dr. Rodrigo Rodriguez Dr Claudio Valiente Dra Carolina Bonifacio Dra Magali Chaparro Dra Mercedes Mendez Dr Neris Garcia Dr Alejandro Morelli Dr Anuar Martinez Dra Maria Fernandez Dra Maria Isabel Da Rosa Dra Alice Leites Dra Cristina Quinteros Dra Cristina Quinteros Dra Cristina Quinteros Dr Bernardo Irigaray Dr Federico Bonilla Dr Hugo de los Santos Dra Natalia Cestau Dra Mary Isabel Solòrzano Dr Gustavo de los Santos Dr Cesar Orlando Zamora Dr Alvaro Miller Dra Silvia Guerreros Dra Lourdes Tellechea Dr Alberto Federico Dibbern Dra Maria Gimena Rey Dr Carlos Puig Dra Maria del Rosario,,
MSPR-066-2021,ELP-0074,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,066/2021,Canelones,Pque Del Plata,Residencial El Solis,Rbla Costanera esq. Florencio Sanchez,Rbla Costanera esq. Florencio Sanchez,,,,,066/2021,2021,Calvete,,
MSPR-067-2021,ELP-0173,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,067/2021,Flores,Ciudad De Trinidad,Residencial WANA,SANTISIMA TRINIDAD 683,SANTISIMA TRINIDAD,683,,,,067/2021,2021,Dra Laura de Leon,,
MSPR-068-2021,ELP-0104,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,068/2021,Colonia,Juan Lacaze,Residencial Arbol de la Vida,Juana Campomar 131,Juana Campomar,131,,,,068/2021,2021,Dra Mariana Gonzalez,,
MSPR-069-2021,ELP-0641,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,069/2021,Montevideo,Montevideo,Residencial Saint Remy,Jose Marti 3118/3124,Jose Marti,3118/3124,,,,069/2021,2021,Dra Adriana Schopfer,,
MSPR-070-2021,ELP-0623,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,070/2021,Montevideo,Montevideo,Residencial Mi Lourdes,Vidaurreta 331,Vidaurreta,331,,,,070/2021,2021,Dra Dahianna Boyadjian,,
MSPR-071-2021,ELP-0263,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,071/2021,Maldonado,Montevideo,Residencial SAS,Luis de la Torre 712,Luis de la Torre,712,,,,071/2021,2021,Dra Natalia Cusati,,
MSPR-072-2021,ELP-0023,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,072/2021,Canelones,La Paz,Residencial En Flia,Gral Artigas 281,Gral Artigas,281,,,,072/2021,2021,Dra Anahi Costa,,
MSPR-073-2021,ELP-0718,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,073/2021,Paysandú,Paysandu,Residencial Enrique Chaplin,Av. Enrique Chaplin s/n,Av. Enrique Chaplin,S/N,,,,073/2021,2021,Dr. Javier Poinachik,,
MSPR-074-2021,ELP-0628,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,074/2021,Montevideo,Montevideo,Residencial Nuestro Sueño,Av de la Aljaba 3973,Av de la Aljaba,3973,,,,074/2021,2021,Dra Sandra Burgues,,
MSPR-075-2021,ELP-0312,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,075/2021,Montevideo,Montevideo,Residencial Babel,Mariano Uriarte 6537,Mariano Uriarte,6537,,,,075/2021,2021,Dra Luciana Beron,,
MSPR-076-2021,ELP-0423,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,076/2021,Montevideo,Montevideo,Residencial Historias de Vida,Juan Maria Perez 2785,Juan Maria Perez,2785,,,,076/2021,2021,Dr Nèstor Fabian Molina,,
MSPR-077-2021,ELP-0574,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,077/2021,Montevideo,Montevideo,Residencial Asociación Uuguaya del A. Mayor,Caldern de la Barca 1978,Caldern de la Barca,1978,,,,077/2021,2021,Dra Andrea Barreneche,,
MSPR-078-2021,ELP-0432,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,078/2021,Montevideo,Montevideo,Residencial Hogar Dulce Hogar,Dr Manuel Albo 2733,Dr Manuel Albo,2733,,,,078/2021,2021,Dra Rosina Guerra Amorin,,
MSPR-079-2021,ELP-0591,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,079/2021,Montevideo,Montevideo,Residencial Doña Angelita,Gregorio Mas 179,Gregorio Mas,179,,,,079/2021,2021,Dra Maria Teresa Scianni,,
MSPR-080-2021,ELP-0420,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,080/2021,Montevideo,Montevideo,Residencial Hebert Leiva,Camino Carlos A. Lopez 3944,Camino Carlos A. Lopez,3944,,,,080/2021,2021,Dra Sandra Burgues,,
MSPR-081-2021,ELP-0052,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,081/2021,Canelones,Ciudad de la Costa,Residencial Rochelle,De Estio esq. Circunvalaciòn del Uruguay,De Estio esq. Circunvalaciòn del Uruguay,,,,,081/2021,2021,Dr Alejandro Morelli,,
MSPR-082-2021,ELP-0313,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,082/2021,Montevideo,Montevideo,Residencial Basilea Suites,Bolivia 1338,Bolivia,1338,,,,082/2021,2021,Dr Martin Villar,,
MSPR-083-2021,ELP-0077,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,083/2021,Canelones,Las Piedras,Residencial Hogar San Vicente de Paul,Julio Sosa 674,Julio Sosa,674,,,,083/2021,2021,Dra Rosana Bragagnola,,
MSPR-084-2021,ELP-0342,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,084/2021,Montevideo,Montevideo,Residencial Cecilia,Fray Bentos 3689,Fray Bentos,3689,,,,084/2021,2021,Dr Cesar Ferreira,,
MSPR-085-2021,ELP-0179,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,085/2021,Florida,Florida,Residencial Guazù Roga,Dr. Gonzalez 696,Dr. Gonzalez,696,,,,085/2021,2021,Dr.Fernando Botta,,
MSPR-086-2021,ELP-0366,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,086/2021,Montevideo,Montevideo,Residencial De los Pocitos,Echevarriarza 3333,Echevarriarza,3333,,,,086/2021,2021,Dra Matilde Salsamendi,,
MSPR-087-2021,ELP-0621,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,087/2021,Montevideo,Montevideo,Residencial Memory House,Presidente. Berro 2673,Presidente. Berro,2673,,,,087/2021,2021,Dra Maria Leticia Pagani,,
MSPR-088-2021,ELP-0743,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,088/2021,Salto,Salto Ciudad de Santa,Residencial Armonia,Osimani y Llerena 69,Osimani y Llerena,69,,,,088/2021,2021,Dr Marcos Garcia,,
MSPR-089-2021,ELP-0071,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,089/2021,Canelones,Lucia,Residencial Brasil,Brasil 106,Brasil,106,,,,089/2021,2021,Dra. Maiquel Prestes,,
MSPR-090-2021,ELP-0170,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,090/2021,Flores,Trinidad Ciudad de Sarandi,Residencial San Josè,Puig 679,Puig,679,,,,090/2021,2021,Dra Ana Bidegain,,
MSPR-091-2021,ELP-0181,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,091/2021,Florida,Gde,Residencial Hogar Dr. Alfredo San Juan,Faustino Harrison s/n,Faustino Harrison,S/N,,,,091/2021,2021,Dra Araceli Perez,,
MSPR-092-2021,ELP-0335,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,092/2021,Montevideo,Montevideo,Residencial Casa Flora,French 1726,French,1726,,,,092/2021,2021,Dra Rosana Quintan,,
MSPR-093-2021,ELP-0276,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,093/2021,Montevideo,Montevideo,Residencial Abuela Julia 2,Piccioli 2875,Piccioli,2875,,,,093/2021,2021,Dra Dahianna Boyadjian,,
MSPR-094-2021,ELP-0373,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,094/2021,Montevideo,Montevideo,Residencial Doña Juana,Fco Simon 2416,Fco Simon,2416,,,,094/2021,2021,Dra Maria Cristina Arotce,,
MSPR-095-2021,ELP-0500,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,095/2021,Montevideo,Montevideo,Residencial Laura Pingaro,Ignacio Nuñez 2346,Ignacio Nuñez,2346,,,,095/2021,2021,Dra Damairis Izquierdo,,
MSPR-096-2021,ELP-0028,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,096/2021,Canelones,San Jacinto,Residencial Hogar Ana Arriola de Ado,RUTA 7 KM 52.800,RUTA 7,Km 52.800,,,,096/2021,2021,Dr. Fernando Gonzalez Insua,,
MSPR-097-2021,ELP-0305,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,097/2021,Montevideo,Montevideo,Residencial Àrbol de la Vida,Tomas Villalba 3281,Tomas Villalba,3281,,,,097/2021,2021,Dra Adriana Schopfer,,
MSPR-098-2021,ELP-0500,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,098/2021,Montevideo,Montevideo,Residencial Lenoble,Ignacio Nuñez 2346,Ignacio Nuñez,2346,,,,098/2021,2021,Dra Damairis Izquierdo,,
MSPR-099-2021,ELP-0414,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,099/2021,Montevideo,Montevideo,Residencial Girasoles,Soca 1361,Soca,1361,,,,099/2021,2021,Dr Eduardo Clavijo,,
MSPR-100-2021,ELP-0594,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,100/2021,Montevideo,Montevideo,Residencial El Encanto,Gaetan 964,Gaetan,964,,,,100/2021,2021,Dr Adriana Schopfer,,
MSPR-101-2021,ELP-0573,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,101/2021,Montevideo,Montevideo,Residencial Altos de Rosell,Dolores Pereira de Rosell 1502,Dolores Pereira de Rosell,1502,,,,101/2021,2021,Dra Anita Abdò,,
MSPR-102-2021,ELP-0616,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,102/2021,Montevideo,Montevideo,Residencial Luna D Argento,Rivera 7122,Rivera,7122,,,,102/2021,2021,Dra Graciela Fadol,,
MSPR-103-2021,ELP-0639,msp_certificado_registro_historico,Certificados de registro ELEPEM emitidos 2017-marzo 2024,2021,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf,ELEPEM CERTIFICADOS 7-3-2024.pdf,103/2021,Montevideo,Montevideo,Residencial Rincon de Luz Cuatro,Rambla Rep Chile 4469,Rambla Rep Chile,4469,,,,103/2021,2021,Dra Diana Bertoche,,
